,sentiment,date,text
910,0,wed dec 03 22:00:27 +0000 2014, things you didn't know your iphone could do aapl
911,0,wed dec 03 22:01:20 +0000 2014,the questions every cio should ask about apple iwatch
912,1,wed dec 03 22:05:13 +0000 2014,apple verizon where the fuck is my phone it shouldn't take this long
913,0,wed dec 03 22:12:42 +0000 2014,a new role requires new hardware thankful carpages apple
914,0,wed dec 03 22:15:03 +0000 2014,aaplapple devices clobber androids on cyber monday but the underdog is ca
915,0,wed dec 03 22:18:07 +0000 2014,'howto import objective-c code into bridging header file - apigee sdk for apple's swift '
916,0,wed dec 03 22:20:16 +0000 2014,great piece from howardlake on apple  the new red app store - profits from exclusive content go to globalfund
917,1,wed dec 03 22:22:40 +0000 2014,limfestival lolol stupid phone should say best and most varied apple sort this phone out apols
918,1,wed dec 03 22:23:13 +0000 2014,shockingly imessage on the desktop is fucked up again great work apple seriously on point with network services as only you can do
919,0,wed dec 03 22:25:27 +0000 2014,technicalchart ust sayin' aapl is still the king
920,0,wed dec 03 22:27:26 +0000 2014,my office for today remotesupport techlife apple
921,0,wed dec 03 22:28:15 +0000 2014,forbestech aapl was a fantastic investmentbut what will be its future how will aapl beat aapl
922,1,wed dec 03 22:35:28 +0000 2014,apple - what if i don't want my money going to africa to fight aids we have problems here we need to fight apple africa cnn cnn
923,0,wed dec 03 22:36:48 +0000 2014,early movers anf tjx tgt lyv aapl  more these are the stocks posting the largest moves before the bell
924,0,wed dec 03 22:39:08 +0000 2014,apple update twitter for ipad pls or kys
925,0,wed dec 03 22:41:05 +0000 2014,hshdsh via blogsbytes - ideas apple bought borrowed and stole infographic
926,0,wed dec 03 22:42:19 +0000 2014,apple releases safari   and  aapl
927,0,wed dec 03 22:49:17 +0000 2014,feed my ego (futter mein ego) iphone s tough ca computing  communication melasdesign cafepress iphone apple
928,1,wed dec 03 22:51:57 +0000 2014,my laptop battery went straight from % to % apple
929,1,wed dec 03 22:53:08 +0000 2014,last yeari bought 'superman' and 'superman returns' from itunes now they aren't available for me to stream and apple has no real answer
930,1,wed dec 03 22:53:45 +0000 2014,i will definitely think carefully in the future about buying something from itunes if apple support can't even tell me what's going wrong
931,0,wed dec 03 23:03:02 +0000 2014,rt mediapost google trumps apple in streaming media sales mpgavin
932,0,wed dec 03 23:04:31 +0000 2014,iphone  and  plus shipping times improve to  to  days for many models aapl
933,0,wed dec 03 23:06:48 +0000 2014,here's apple's next great business via sai aapl
934,0,wed dec 03 23:07:31 +0000 2014,is apple the most important stock on earth - apple inc aapl | seeking alpha
935,0,wed dec 03 23:13:23 +0000 2014,aye shoot me a space grey gb iphone  right quick apple verizon
936,0,wed dec 03 23:18:46 +0000 2014,rt dmcgroarty rt metalbanker - where do iphones come from what's in your apple rareearths
937,0,wed dec 03 23:30:04 +0000 2014,aaplexcom ceo terry gregg explains % ytd stock leap plans for 
938,0,wed dec 03 23:45:03 +0000 2014,aaplhere's apple's next great business
939,0,wed dec 03 23:45:04 +0000 2014,is apple the most important stock on earth aapl
940,1,wed dec 03 23:46:52 +0000 2014,this gb is going to kill me im this close to taking a shit on my phone iphone apple
941,0,wed dec 03 23:50:23 +0000 2014,pathetic apple display at bestbuy
942,0,wed dec 03 23:55:24 +0000 2014,get 'techy' with another shout out to schoology googledrive huluplus ipad apple google chromebook via youtube
943,0,wed dec 03 23:56:11 +0000 2014,but i'm beyond thankful for the help apple gave me today computer was defective and they replaced it while i just payed the difference
944,0,wed dec 03 23:56:32 +0000 2014,new ha blog post &gt;&gt;&gt; final aapl putcallratios for wednesday december  
945,0,wed dec 03 23:56:33 +0000 2014,mkt final aapl putcallratios for wednesday december  
946,0,wed dec 03 23:58:17 +0000 2014,shipping estimates for -inch retina imac improve to  to  weeks [mac blog] aapl
947,0,thu dec 04 00:02:05 +0000 2014,got new cases apple applestore citycreek slc citycreek apple applestore red 
948,1,thu dec 04 00:02:16 +0000 2014,if i fail poli sci because of this fucking laptop i'm suing apple
949,0,thu dec 04 00:02:37 +0000 2014,got new cases apple applestore citycreek slc citycreek apple applestore red productred aids founda
950,0,thu dec 04 00:04:57 +0000 2014,in world's first applewatch hackathon apps and challenges emerge via svbizjournal aapl
951,1,thu dec 04 00:08:40 +0000 2014,wtf my phone is in do not disturb and i'm still getting notifications fix this shit applebees apple
952,1,thu dec 04 00:21:02 +0000 2014,currently on hold with apple in cupertino to try to set up a genius bar appointment in madrid dontask
953,0,thu dec 04 00:24:17 +0000 2014,first tweet from my new apple iphone  plus newtoy
954,0,thu dec 04 00:25:14 +0000 2014,fcbliam apple fix this
955,1,thu dec 04 00:25:50 +0000 2014,you just did too much you asshole apple get your shit together
956,1,thu dec 04 00:29:10 +0000 2014,so apple wouldn't fix my phone and claims that i didn't tell them to screen was fucked
957,0,thu dec 04 00:30:04 +0000 2014,aaplid carl icahn cause a new private equity bubble
958,0,thu dec 04 00:38:12 +0000 2014,apple ischool education applenws
959,0,thu dec 04 00:38:12 +0000 2014,apple can we always have the setting 'when i use the app' for location for apps instead of just always and never
960,0,thu dec 04 00:40:01 +0000 2014,apple y'all should put the apple symbol into the home button on yalls next device
961,1,thu dec 04 00:41:01 +0000 2014,iphone users complain to apple [apple] about front (wednesday  december)
962,0,thu dec 04 00:41:10 +0000 2014,verrcktes gercht iphones zum apple [apple] watch (wednesday  december)
963,0,thu dec 04 00:45:40 +0000 2014,how competition between wireless carriers benefits apple inc aapl
964,0,thu dec 04 00:45:41 +0000 2014,jmp raises apple inc price target to $ on 'exceptionally strong' demand for  aapl
965,0,thu dec 04 00:50:49 +0000 2014,final aapl putcallratios for wednesday december  
966,0,thu dec 04 00:54:37 +0000 2014,new post on my blog got new cases apple applestore citycreek slc citycreek apple applestore red pr
967,0,thu dec 04 00:54:56 +0000 2014,got new cases apple applestore citycreek slc citycreek apple applestore red 
968,0,thu dec 04 00:55:22 +0000 2014,llvivivuvu sextsatan apple and replied livingthedream ~ari
969,0,thu dec 04 00:56:55 +0000 2014,check out our founder gernieb views on apple  facebook eggfreezing benefits for female engineers womenintech
970,0,thu dec 04 01:00:30 +0000 2014,ikea channels apple in a hilarious ad for its new catalog bookbook via time ikea
971,0,thu dec 04 01:05:08 +0000 2014,our fda-cleared smartphone-connected thermometer is now at apple stores holiday
972,0,thu dec 04 01:05:51 +0000 2014,rt applebees llvivivuvu sextsatan apple and replied livingthedream ~ari
973,1,thu dec 04 01:07:11 +0000 2014,google trumps apple in streaming media sales
974,1,thu dec 04 01:08:56 +0000 2014,apple secretly deleted ipod owners' songs downloaded from competing music services aapl
975,1,thu dec 04 01:09:24 +0000 2014,dear apple why oh why do i have to baby sit copying files in the pos finder it's not like copying files is hard oh wait it's you
976,1,thu dec 04 01:21:12 +0000 2014,apple please get yourself together i need my products to work
977,1,thu dec 04 01:37:37 +0000 2014,dear apple now it's my fault that your pos macbook airquotes pro does not have fast ports drop the pro in the future toycomputer
978,1,thu dec 04 01:47:07 +0000 2014,apple hi a few days ago i purchase  ringtones and non of them appear on my phone or purchased but they appear in my credit card
979,0,thu dec 04 01:47:42 +0000 2014,zoebread dps developments; welove aapl-e and that new retina screen ohai
980,0,thu dec 04 02:00:57 +0000 2014,apple if you didnt make such good products i would boycott you forever
981,1,thu dec 04 02:02:55 +0000 2014,as the sun devils were making their - run on us my phone called  people and hung up on them all on it's own wtf iphoneissues apple
982,1,thu dec 04 02:05:33 +0000 2014,apple admits it deleted songs purchased through competing stores from ipods  - aapl realnetworks
983,1,thu dec 04 02:05:44 +0000 2014,unlvgirl apple gotta switch to that android life galaxy
984,0,thu dec 04 02:06:37 +0000 2014,luv apple iphone i've had pretty much all the iphones gs   s  c  mobilephone
985,1,thu dec 04 02:08:03 +0000 2014,not happy apple have caused this to happen through a osx system update still on mavericks jetbrains
986,0,thu dec 04 02:12:16 +0000 2014,apple jetbrains it only happened once - perhaps because i had no network this is and was my setting 
987,1,thu dec 04 02:14:34 +0000 2014,apple is becoming very petty about not allowing certain apple dev resources work in chrome
988,1,thu dec 04 02:15:36 +0000 2014,paulyarns beatsbydre beatssupport apple i agree about apple their customer service is based on condescending employees treating
989,0,thu dec 04 02:17:12 +0000 2014,paulyarns beatsbydre beatssupport apple customers as a captive audience
990,0,thu dec 04 02:20:40 +0000 2014,win a new apple ipad mini  with an itunes gift card
991,1,thu dec 04 02:24:41 +0000 2014,is there anything more maddening than notifications re-appearing with app upgrade apple
992,0,thu dec 04 02:27:48 +0000 2014,hey apple let us get some star wars action on itunes
993,0,thu dec 04 02:29:25 +0000 2014,we need an eye rolling emoji pronto apple
994,0,thu dec 04 02:31:05 +0000 2014,rt naugtae we need an eye rolling emoji pronto apple
995,1,thu dec 04 02:38:16 +0000 2014,apple your chargers suck
996,1,thu dec 04 02:39:22 +0000 2014,more* fuck you iphone apple
997,0,thu dec 04 02:41:39 +0000 2014,aw yeah monarchywpb sticker to ride with rhyot boommovement and apple
998,1,thu dec 04 02:45:04 +0000 2014,aaplapple inc (aapl) falls for week because of monday morning drop
999,0,thu dec 04 02:51:21 +0000 2014,apple inc ceo donates $k to pennsylvania school district aapl
1000,0,thu dec 04 02:52:27 +0000 2014,apple runs the worldlook around you
1001,0,thu dec 04 02:59:07 +0000 2014,new questions in mobile goog googl aapl amzn fb ssnlf
1002,0,thu dec 04 03:06:38 +0000 2014,apple patents system that changes the position of an iphone mid-air yay
1003,1,thu dec 04 03:11:05 +0000 2014,my fix for syncdefaultsd crashing every five minutes and losing preference settings keep system preferences open apple
1004,1,thu dec 04 03:13:47 +0000 2014,ios upgrade creates cutandpaste problems apple not impressed anyone else ha
1005,1,thu dec 04 03:15:43 +0000 2014,itunes apple my music library wont sync new music etc itunes tells me sync completed nothing new uploadedhow do i fix this frustrating
1006,1,thu dec 04 03:15:53 +0000 2014,apple fucking let everyone name the group chats their own things please and thanks
1007,1,thu dec 04 03:17:06 +0000 2014,apple honestly sucks
1008,1,thu dec 04 03:26:36 +0000 2014,andrewdmilam winteknoc apple netflix google you get ms ping i get no connection thanks comcast
1009,1,thu dec 04 03:37:28 +0000 2014,apple yosemite needs a lot more testing just hooked machine to thunderbolt display and was greeted with this
1010,0,thu dec 04 03:43:00 +0000 2014,ironic that we're at a pr event (mp) talking about companies that don't need more people talking about them (google apple facebook)
1011,1,thu dec 04 03:44:59 +0000 2014,how do i only have  gb used if my phone is  gb apple
1012,1,thu dec 04 03:46:25 +0000 2014,apple make some better chargers fam or make them cheaper cuz rn this ain't getting the job done
1013,1,thu dec 04 03:52:16 +0000 2014,has anyone figured out why apple iphones randomly lose their contacts for a few hours for no reason wth
1014,1,thu dec 04 04:10:46 +0000 2014,how can my phone die while plugged in wtf apple
1015,1,thu dec 04 04:14:33 +0000 2014,hey apple sprint i'm not a fan of your latest commercial
1016,1,thu dec 04 04:19:04 +0000 2014,how is  degrees nice weather apple
1017,1,thu dec 04 04:19:44 +0000 2014,apple accused of deleting songs from ipods without users' knowledge
1018,0,thu dec 04 04:25:45 +0000 2014,pwilke google apple facebook ughhhh can uber just see itself out already
1019,1,thu dec 04 04:30:02 +0000 2014,google chrome books overtake apple devices in the education market via cnet
1020,0,thu dec 04 04:30:04 +0000 2014,aaplnew far-reaching apple patent reveals next iphone may demonstrate a c
1021,0,thu dec 04 04:35:33 +0000 2014,alabama state representative to name anti-discrimination bill after tim cook - aapl apple timcook
1022,0,thu dec 04 04:42:32 +0000 2014,apple let me shake the phone to move the apps after double clicking the middle iphone button please
1023,1,thu dec 04 04:43:14 +0000 2014,over  hour on hold with apple customer service trying to figure their messup o
1024,0,thu dec 04 04:45:39 +0000 2014,apple why isn't there an otter emoji
1025,0,thu dec 04 04:54:27 +0000 2014,apple yh news apple patent could prevent cracked iphones apple was awarded a patent for a gravity-defying ha
1026,1,thu dec 04 05:08:35 +0000 2014,fuck you apple
1027,1,thu dec 04 05:09:13 +0000 2014,rt shuevey fuck you apple
1028,0,thu dec 04 05:09:14 +0000 2014,type more than  words per minute with the new nintype keyboard for ios aapl
1029,1,thu dec 04 05:10:46 +0000 2014,iphone chargers can suck my ass apple disappointed
1030,0,thu dec 04 05:16:36 +0000 2014,russia could ban apple inc iphone for lawmakers | valuewalk aapl tech for reverse security reasons
1031,1,thu dec 04 05:25:42 +0000 2014,aye forreal tho done w yo bs apple
1032,0,thu dec 04 05:45:01 +0000 2014,patrickpaltrow apple between  and 
1033,1,thu dec 04 05:50:27 +0000 2014,apple how does the word 'demographic' not have any synonyms attached in your dictionary application incompetence
1034,1,thu dec 04 05:55:49 +0000 2014,wtf apple y'all shit be cheap
1035,0,thu dec 04 06:00:04 +0000 2014,aaplalabama anti-discrimination bill to be named after apple's tim cook
1036,1,thu dec 04 06:00:21 +0000 2014,rt weewiii wtf apple y'all shit be cheap
1037,0,thu dec 04 06:03:46 +0000 2014,win a digital makeover giveaway  $ apple gcipad macbook and more  pin
1038,0,thu dec 04 06:24:01 +0000 2014,apple need to hurry up and make a middle finger emoji
1039,1,thu dec 04 06:26:45 +0000 2014,iphone battery life takes the piss sort it out apple iphone iphone apple
1040,0,thu dec 04 06:30:04 +0000 2014,aaplbloomberg law $ billion antitrust suit against apple (audio)
1041,1,thu dec 04 06:39:37 +0000 2014,seriously wtf iphone it's been fucking up all day now it won't let me set my alarm for my  lecture fkn apple you can pay my tuition
1042,1,thu dec 04 06:48:07 +0000 2014,'jamesloera mariahreagan true silly iphone' apple get your life together
1043,1,thu dec 04 06:49:11 +0000 2014,rt mariahreagan 'jamesloera mariahreagan true silly iphone' apple get your life together
1044,1,thu dec 04 06:50:54 +0000 2014,apple u niggas really put this weak ass album n this gay ass artwork on my iphone im bout to go buy my first galaxy
1045,1,thu dec 04 07:32:27 +0000 2014,apple inc fails app store trademark appeal aapl
1046,1,thu dec 04 07:49:37 +0000 2014,apple removed songs from ipods without telling customers
1047,1,thu dec 04 07:50:23 +0000 2014,apple why is it that your iphone's alarm fails to work sometimes i missed  bonus points from a class because of this sooooo annoyed
1048,0,thu dec 04 07:50:42 +0000 2014,photo amazing customer service today apple utc store i worked form the store for several hours on
1049,0,thu dec 04 07:54:00 +0000 2014,apple engineer makes printer from lego makers
1050,1,thu dec 04 07:54:58 +0000 2014,i'm so done with this piece of shit phone why doesn't it ever send me notifications when taylor tweets fuck u apple
1051,0,thu dec 04 07:55:08 +0000 2014,brycehendersonn o wow technology stevejobs gamergate ign machinima gameinformer apple megaherts got me there
1052,0,thu dec 04 07:57:36 +0000 2014,amazing customer service today apple utc store i worked form the store for several hours on tbjapodcast while
1053,0,thu dec 04 07:59:07 +0000 2014,loving the os update for my mac yosemite apple
1054,0,thu dec 04 08:00:19 +0000 2014,rt laurva apple engineer makes printer from lego makers
1055,0,thu dec 04 08:22:15 +0000 2014,aapl  dec miniflash crash % in one crazy minute w m shares $ms downgrade to market weight  trim its stock from % to %
1056,1,thu dec 04 08:25:36 +0000 2014,where's a freaking gelato emoji when you one (cc apple)
1057,1,thu dec 04 08:26:02 +0000 2014,oh apple how many feedback assistant messages do i have to send before you do anything about it
1058,1,thu dec 04 08:26:03 +0000 2014,agiletortoise once again apple is inconsistent with app rules to maintain their plausible deniability sorry to hear that greg draftsapp
1059,0,thu dec 04 08:26:48 +0000 2014,apple has a % market share of uk smartphone market - driven by the iphone  great that over a third of sales were made in apple stores
1060,0,thu dec 04 08:30:05 +0000 2014,aaplalabama anti-discrimination bill to be named after apple ceo tim cook
1061,0,thu dec 04 08:35:35 +0000 2014,verrcktes gercht iphones zum apple [apple] watch (thursday  december)
1062,1,thu dec 04 08:50:18 +0000 2014,i thought this shit was suppose to be gorilla glass apple
1063,0,thu dec 04 09:00:05 +0000 2014,aaplupdate -alabama anti-discrimination bill to be named after apple's ti
1064,0,thu dec 04 09:02:40 +0000 2014,your osx built in firefox keylogger had been provided by apple 
1065,0,thu dec 04 09:13:08 +0000 2014,great apple attachment means we can watch walkleys awards via abciview via my ipad mikecarlton frankellyabc
1066,0,thu dec 04 10:19:04 +0000 2014,rt coredump your osx built in firefox keylogger had been provided by apple 
1067,0,thu dec 04 10:26:13 +0000 2014,iphone  plus makes up % of large phone sales as iphone  leads ios devices [ios blog] aapl
1068,1,thu dec 04 10:30:20 +0000 2014,dunsapple sashametro apple your definition of 'easy' is warped thanks for the useless corporate speak
1069,0,thu dec 04 11:03:12 +0000 2014,the rise of chromecast and the decline of apple tv in one chart via qz
1070,1,thu dec 04 11:05:01 +0000 2014,am and % battery die apple
1071,1,thu dec 04 11:13:25 +0000 2014,ee did that yesterday again told the issue was with apple not ee this has just added to the worst  months of customer service ever
1072,0,thu dec 04 11:21:37 +0000 2014,stevewoz new apple patent anti grqvity will reorient phone at g when a drop is detected to help protect saphire retina screen
1073,1,thu dec 04 11:24:32 +0000 2014,when is apple going to stop producing these pieces of shit earphones its about time for earphones that dont tangle
1074,0,thu dec 04 11:28:44 +0000 2014,stevewoz apple this one got by me patent for apple anti gravity phone includes predictive programing on drops
1075,0,thu dec 04 11:29:11 +0000 2014,starbucks launches 'mobile order  pay' for iphone in portland national rollout coming in  [ios blog] aapl
1076,0,thu dec 04 11:30:05 +0000 2014,aapl'fast money' recap which stocks are struggling despite the rally
1077,0,thu dec 04 11:45:26 +0000 2014,i'm happy now thnx fags apple
1078,0,thu dec 04 11:46:37 +0000 2014,it's your battery that's dying and long live apple that will sell you a new battery for $ or a new iphone for $ prozacnation apple
1079,0,thu dec 04 11:47:20 +0000 2014,here's apple's next great business (aapl) investwall aapl
1080,0,thu dec 04 11:53:47 +0000 2014,alabama anti-discrimination bill to be named after apple's timcook via reutersbiz
1081,1,thu dec 04 12:03:34 +0000 2014,thank you mr smug apple traffordcentre who told me i was at fault for lightening cable breaking err no just read the forums crapcable
1082,1,thu dec 04 12:06:10 +0000 2014,wastwater l agree with you they're about as robust as a chocolate fire guard apple traffordcentre
1083,0,thu dec 04 12:06:21 +0000 2014,apple [apple] pay faqs when will apple pay launch in the uk is apple pay secure  (thursday  dece
1084,0,thu dec 04 12:10:02 +0000 2014,stevewoz harveystahoe apple patent number patent 
1085,1,thu dec 04 12:13:20 +0000 2014,edvones apple traffordcentre 'but you see sir its how you handle them' no its not if so robust why a wall full of themappleporkies
1086,0,thu dec 04 12:25:57 +0000 2014,pillwtalk well dey need one get on it apple
1087,1,thu dec 04 12:28:14 +0000 2014,smiiingbarakat apple yeah apple ur slackin
1088,0,thu dec 04 12:28:59 +0000 2014,engadget apple it happened to me
1089,0,thu dec 04 12:32:43 +0000 2014,apple devices clobber androids on cyber monday but the underdog is catching up $aapl aapl
1090,0,thu dec 04 12:41:33 +0000 2014,apple pay adds issuers ln federal credit union uw credit union and mt bank $aapl aapl
1091,1,thu dec 04 12:48:03 +0000 2014,well thanks apple for losing over  of my songs off my classic and now every photo i had on my itouch was deleted greatcompany
1092,0,thu dec 04 12:53:21 +0000 2014,apple 'deleted' rivals' music from ipods court hears $aapl aapl
1093,0,thu dec 04 12:59:46 +0000 2014,apple is now worth more than the entire russian stock market $aapl aapl apple
1094,0,thu dec 04 12:59:49 +0000 2014,day  my st ipod from  had stopped workin years ago just came back to life wtf apple
1095,1,thu dec 04 13:02:18 +0000 2014,why does apple take so long to send you the password reset email ipod apple soslow
1096,1,thu dec 04 13:11:07 +0000 2014,wastwater make them poor to increase profits cynic apple traffordcentre
1097,0,thu dec 04 13:11:40 +0000 2014,even more reason for apple to stop using benzene in its manufacturing
1098,0,thu dec 04 13:14:36 +0000 2014,apple is now worth more than the entire russian stock market via bicontributors aapl $aapl
1099,0,thu dec 04 13:18:36 +0000 2014,new products 'innovative services' lead barclays to hike apple price target by % to $ $aapl aapl
1100,1,thu dec 04 13:20:55 +0000 2014,walked into work and seen this  who tf traded in a bent up ass iphone apple yall needa fix this shit
1101,1,thu dec 04 13:26:00 +0000 2014,almost want back to an android because why won't apple have torrentapple
1102,0,thu dec 04 13:28:34 +0000 2014,thanks apple for the heads up but i live in a frozen wasteland not an arid desert
1103,0,thu dec 04 13:29:55 +0000 2014,kantar worldpanel iphone sales in october were 'huge' $aapl aapl
1104,0,thu dec 04 13:31:20 +0000 2014,prozacnation apple all my fault lmfao
1105,0,thu dec 04 13:38:24 +0000 2014,rt mariabartiromo apple breaks $b market cap apple openingbellfbn foxbusiness mblockrhino johnspallanzani
1106,0,thu dec 04 13:40:11 +0000 2014,apple iphone   plus and retina imac ship times improve in time for holidays $aapl aapl
1107,0,thu dec 04 13:41:00 +0000 2014,rt jpdesloges apple iphone   plus and retina imac ship times improve in time for holidays $aapl aapl
1108,0,thu dec 04 13:41:42 +0000 2014,jmp raises apple price target to $ on 'exceptionally strong' demand for apple insider aapl  (+
1109,0,thu dec 04 13:46:01 +0000 2014,rt aaaron insanely great news adroll teams up with apple for iads programmatic launch
1110,0,thu dec 04 13:47:07 +0000 2014,apple ceo timcook to be namesake of alabama anti-discrimination bill
1111,1,thu dec 04 13:47:46 +0000 2014,engadget why are apple users surprised apple tells them how to hold their phones what's on their phones  what they can listen to isheep
1112,0,thu dec 04 13:50:45 +0000 2014,why apple is poised to have a record-breaking holiday season $aapl aapl
1113,1,thu dec 04 13:51:47 +0000 2014,apple you need to sort your phones out
1114,0,thu dec 04 13:52:47 +0000 2014,rt jpdesloges why apple is poised to have a record-breaking holiday season $aapl aapl
1115,1,thu dec 04 13:56:15 +0000 2014,apple why is your nyc grand central store so bad when it comes to service th street is much much better
1116,0,thu dec 04 13:57:36 +0000 2014,onthisdayindigital apple signed a deal with china today in  to finally sell iphones in the country
1117,0,thu dec 04 14:00:22 +0000 2014,kantar iphone  helps apple gain share over android iphone c outselling iphone  plus in us $aapl aapl
1118,0,thu dec 04 14:05:09 +0000 2014,iphone sales success gives apple [apple] best ever uk market position (thursday  december)
1119,1,thu dec 04 14:08:06 +0000 2014,fuck you apple my phone has been searching for service for almost a complete day
1120,0,thu dec 04 14:21:27 +0000 2014,apple - fibonacci technicals levels - intraday - pre-opening $aapl aapl
1121,1,thu dec 04 14:21:36 +0000 2014,rt bgpublic even more reason for apple to stop using benzene in its manufacturing
1122,0,thu dec 04 14:25:08 +0000 2014,you didn't imagine it when ipod users synced with itunes apple deleted any songs bought elsewhere
1123,0,thu dec 04 14:30:39 +0000 2014,apple greatservice thanks for helping me out sylvester
1124,1,thu dec 04 14:33:16 +0000 2014,i've been waiting  months for my iphone + what the fuck apple att
1125,0,thu dec 04 14:36:24 +0000 2014,apple details an elaborate transit navigation system in patent applications $aapl aapl
1126,0,thu dec 04 14:40:44 +0000 2014,iphonec release date rumours and leaked images will apple [apple] release a  (thursday  december)
1127,0,thu dec 04 14:41:29 +0000 2014,refusal of apple's tm application for app store upheld by australian federal court apple can appeal ipaustralia
1128,1,thu dec 04 14:43:49 +0000 2014,samsung is way better than apple
1129,0,thu dec 04 14:47:45 +0000 2014,apple - fibonacci technicals levels - intraday update - $aapl aapl
1130,1,thu dec 04 14:51:29 +0000 2014,i truly feel apple apple needs to do more with itunes match to make it worth it
1131,0,thu dec 04 14:52:10 +0000 2014,here's apple's next great business what will be apple's primary source of revenue in  service company
1132,0,thu dec 04 14:54:01 +0000 2014,you can finally get your iphone or iphone  plus from apple within a week via bgr aapl
1133,1,thu dec 04 14:54:56 +0000 2014,is this happening on your itunes account apple is secretly deleting your non-itunes music
1134,0,thu dec 04 14:57:02 +0000 2014,an alabama anti-discrimination bill will have ceo tim cook as its namesake though apple was initially hesitant
1135,0,thu dec 04 15:00:03 +0000 2014,aaplafter years of losses apple is finally clawing back some market share 
1136,0,thu dec 04 15:01:49 +0000 2014,from afternoon tea to apple ipadair there is something for everyone with touchpoint rewards - visit more info
1137,1,thu dec 04 15:02:32 +0000 2014,hey apple fuck you for thinking i want text messages to pop up on my computer ipad and phone thisiswhypeoplegetmurdered
1138,1,thu dec 04 15:12:22 +0000 2014,if you offer apple feedback on their messaging program the webpage is from ichat (so like )
1139,0,thu dec 04 15:14:13 +0000 2014,apple - fibonacci technicals levels - intraday update - $aapl aapl
1140,1,thu dec 04 15:19:55 +0000 2014,apple you are loosing all the things that used to make you so much better to live with than windows
1141,0,thu dec 04 15:24:56 +0000 2014,apple intraday comments - updated range - premium users aapl stockaction trading stocks mkt
1142,1,thu dec 04 15:26:33 +0000 2014,i don't undestand how syfnews creditcare website doesn't work on apple prod-had to request paper bills whatyearisit poorcustomerservice
1143,0,thu dec 04 15:28:44 +0000 2014,apple inc deleted non-itunes music off ipods aapl
1144,0,thu dec 04 15:30:03 +0000 2014,aaplbloomberg law brief antitrust suit against apple (audio)
1145,0,thu dec 04 15:30:40 +0000 2014,congrats inderstweet rt kinsa fda-cleared smartphone-connected thermometer apple stores
1146,0,thu dec 04 15:37:28 +0000 2014,apple's share of uk smartphone sales soared to % in the  months to october thanks to iphone launch
1147,0,thu dec 04 15:39:12 +0000 2014,apple wants to make your commute much easier according to this new patent $aapl aapl
1148,0,thu dec 04 15:40:31 +0000 2014,tim cook's $ billion 'mistake' aapl
1149,0,thu dec 04 15:40:52 +0000 2014,apple intraday comments - new range - premium users aapl stockaction trading stocks mkt
1150,0,thu dec 04 15:41:28 +0000 2014,apple wants to make your commute much easier according to this new patent aapl
1151,0,thu dec 04 15:41:41 +0000 2014,a developer perfectly summed up the limitations of the applewatch aapl
1152,0,thu dec 04 15:42:12 +0000 2014,here are the main differences between apple carplay and androidauto aapl goog
1153,0,thu dec 04 15:45:18 +0000 2014,apple - fibonacci technicals levels - intraday update - $aapl aapl
1154,0,thu dec 04 15:48:38 +0000 2014,why is there no salt shaker emoji apple timcook
1155,0,thu dec 04 15:49:42 +0000 2014,details of the apple inc ipadmini revealed | the motley fool aapl
1156,1,thu dec 04 15:50:20 +0000 2014,okay so now the sound to my phone is messed upi really think you're doing this on purpose apple
1157,0,thu dec 04 15:52:50 +0000 2014,how competition between wireless carriers benefits apple inc | the motley fool aapl
1158,1,thu dec 04 15:53:59 +0000 2014,what the hell is this apple whatsapp glitches
1159,1,thu dec 04 15:55:59 +0000 2014,rt prozacnation am and % battery die apple
1160,0,thu dec 04 15:58:44 +0000 2014,cnet briantong can you guys look into iphone  dropping ringtones i was told apple has been working on problem for  weeks now
1161,0,thu dec 04 16:03:25 +0000 2014,apple inc to have an 'explosive' quarter jmp analyst aapl
1162,0,thu dec 04 16:05:20 +0000 2014,how an svn connection led to safer conditions for apple's workforce greenamerica globallabor
1163,0,thu dec 04 16:08:58 +0000 2014,rt svnetwork how an svn connection led to safer conditions for apple's workforce greenamerica globallabor
1164,0,thu dec 04 16:14:46 +0000 2014,steve wozniak discusses apple's early days and working with steve jobs [mac blog] aapl
1165,0,thu dec 04 16:15:02 +0000 2014,aapljohn sculley pans apple watch loves apple pay
1166,0,thu dec 04 16:16:35 +0000 2014,how apple is crushing google on mobile shopping $aapl aapl
1167,0,thu dec 04 16:19:28 +0000 2014,iphone  plus trigger spike in apple [apple] sales worldwide (thursday  december)
1168,1,thu dec 04 16:19:37 +0000 2014,what are you talking about apple i back it up all the time
1169,0,thu dec 04 16:25:30 +0000 2014,steve wozniak on apple the computer revolution and working with stevejobs - businessweek aapl
1170,0,thu dec 04 16:26:43 +0000 2014,-star analyst alex gauna from jmp securities rated $aapl wa buy alex has a % success rate nasdaq stocks aapl
1171,0,thu dec 04 16:28:21 +0000 2014,$aapl iphone  manufacturing costs show huge profit potential aapl
1172,0,thu dec 04 16:28:27 +0000 2014,sketchy rumor claims apple planning new -inch iphone for  aapl
1173,0,thu dec 04 16:30:03 +0000 2014,aaplbeacons hit stores ahead of holidays
1174,0,thu dec 04 16:30:15 +0000 2014,rt svnetwork how an svn connection led to safer conditions for apple's workforce greenamerica globallabor
1175,0,thu dec 04 16:33:06 +0000 2014,aapl rt fortunemagazine alex gauna flips his apple bit sets street-high target of $
